"Participant","Illusion_Type","Trial","RT","Error","Illusion_Strength","Illusion_Difference"
"S45","Delboeuf",7,0.73,0,2.1,0.8
"S45","Delboeuf",10,0.834,1,1.4,0.08
"S45","Delboeuf",12,0.537,0,1.4,0.8
"S45","Delboeuf",13,0.568,0,0.7,0.32
"S45","Delboeuf",14,0.839,1,1.4,0.08
"S45","Delboeuf",15,1.161,0,2.1,0.32
"S45","Delboeuf",20,0.654,0,0.7,0.56
"S45","Delboeuf",21,0.746,0,0.7,0.08
"S45","Delboeuf",22,0.761,0,2.1,0.8
"S45","Delboeuf",24,0.687,1,1.4,0.32
"S45","Delboeuf",27,0.749,0,1.4,0.8
"S45","Delboeuf",28,0.752,0,0.7,0.8
"S45","Delboeuf",30,0.685,0,0.7,0.32
"S45","Delboeuf",31,0.739,0,2.1,0.08
"S45","Delboeuf",34,1.001,0,1.4,0.56
"S45","Delboeuf",37,0.837,0,0.7,0.56
"S45","Delboeuf",38,0.878,0,2.1,0.56
"S45","Delboeuf",52,1.001,0,0.7,0.08
"S45","Delboeuf",54,0.786,1,2.1,0.08
"S45","Müller-Lyer",5,0.692,1,50,0.2
"S45","Müller-Lyer",6,0.76,0,16.6666666666667,0.5
"S45","Müller-Lyer",7,0.874,1,50,0.35
"S45","Müller-Lyer",13,0.508,0,16.6666666666667,0.5
"S45","Müller-Lyer",14,0.578,1,33.3333333333333,0.05
"S45","Müller-Lyer",16,0.731,1,16.6666666666667,0.05
"S45","Müller-Lyer",19,0.818,0,16.6666666666667,0.35
"S45","Müller-Lyer",20,0.755,0,50,0.5
"S45","Müller-Lyer",21,0.798,1,33.3333333333333,0.2
"S45","Müller-Lyer",26,0.585,1,50,0.05
"S45","Müller-Lyer",29,0.614,1,16.6666666666667,0.2
"S45","Müller-Lyer",32,0.652,1,50,0.35
"S45","Müller-Lyer",33,0.718,1,33.3333333333333,0.2
"S45","Müller-Lyer",35,0.465,0,33.3333333333333,0.5
"S45","Müller-Lyer",36,0.534,1,50,0.05
"S45","Müller-Lyer",39,0.663,0,16.6666666666667,0.35
"S45","Müller-Lyer",40,0.712,0,50,0.5
"S45","Müller-Lyer",41,0.716,0,33.3333333333333,0.35
"S45","Müller-Lyer",42,0.549,1,50,0.2
"S45","Müller-Lyer",44,0.604,0,33.3333333333333,0.5
"S45","Müller-Lyer",52,0.84,1,16.6666666666667,0.05
"S45","Müller-Lyer",54,0.58,1,16.6666666666667,0.2
"S45","Müller-Lyer",55,0.62,1,33.3333333333333,0.35
"S45","Müller-Lyer",56,0.819,0,33.3333333333333,0.05
"S45","Vertical-Horizontal",1,1.227,0,90,0.12
"S45","Vertical-Horizontal",2,0.958,0,60,0.21
"S45","Vertical-Horizontal",4,0.881,1,60,0.12
"S45","Vertical-Horizontal",6,1.1,1,60,0.03
"S45","Vertical-Horizontal",9,0.675,1,90,0.03
"S45","Vertical-Horizontal",12,0.86,0,30,0.12
"S45","Vertical-Horizontal",13,0.662,0,30,0.21
"S45","Vertical-Horizontal",21,0.747,0,30,0.12
"S45","Vertical-Horizontal",27,0.777,0,60,0.3
"S45","Vertical-Horizontal",29,0.68,0,90,0.21
"S45","Vertical-Horizontal",30,0.651,1,60,0.12
"S45","Vertical-Horizontal",31,0.686,0,90,0.3
"S45","Vertical-Horizontal",33,0.718,0,30,0.3
"S45","Vertical-Horizontal",34,0.689,1,90,0.12
"S45","Vertical-Horizontal",41,0.615,0,30,0.21
"S45","Vertical-Horizontal",43,0.662,0,30,0.3
"S45","Vertical-Horizontal",44,0.713,0,60,0.03
"S45","Vertical-Horizontal",45,0.824,0,90,0.21
"S45","Vertical-Horizontal",46,1.211,1,90,0.03
"S45","Vertical-Horizontal",49,0.648,0,60,0.21
"S45","Vertical-Horizontal",51,0.855,0,90,0.3
"S45","Vertical-Horizontal",52,0.912,1,30,0.03
"S45","Vertical-Horizontal",54,0.708,0,60,0.3
"S45","Vertical-Horizontal",55,0.683,0,30,0.03
"S45","Ponzo",1,0.663,0,16.6666666666667,0.4
"S45","Ponzo",5,0.68,1,25,0.28
"S45","Ponzo",6,0.732,1,16.6666666666667,0.04
"S45","Ponzo",11,0.583,0,8.33333333333334,0.28
"S45","Ponzo",12,0.542,1,25,0.04
"S45","Ponzo",14,0.607,1,8.33333333333334,0.16
"S45","Ponzo",15,0.713,0,8.33333333333334,0.4
"S45","Ponzo",17,0.702,0,16.6666666666667,0.28
"S45","Ponzo",20,0.568,0,8.33333333333334,0.04
"S45","Ponzo",24,0.592,0,16.6666666666667,0.16
"S45","Ponzo",26,0.647,0,16.6666666666667,0.4
"S45","Ponzo",30,0.55,1,25,0.4
"S45","Ponzo",31,0.8,0,25,0.16
"S45","Ponzo",33,0.8,0,25,0.4
"S45","Ponzo",34,1.025,0,8.33333333333334,0.04
"S45","Ponzo",35,1.08,0,25,0.04
"S45","Ponzo",36,0.723,0,25,0.28
"S45","Ponzo",37,0.806,1,8.33333333333334,0.4
"S45","Ponzo",41,0.728,0,8.33333333333334,0.28
"S45","Ponzo",43,1.039,1,16.6666666666667,0.04
"S45","Ponzo",45,0.718,0,16.6666666666667,0.16
"S45","Ponzo",46,0.656,0,16.6666666666667,0.28
"S45","Ponzo",50,1.002,0,25,0.16
"S45","Ponzo",51,0.686,0,8.33333333333334,0.16
"S45","Vertical-Horizontal",1,0.667,0,90,0.21
"S45","Vertical-Horizontal",2,0.706,0,90,0.03
"S45","Vertical-Horizontal",4,1.207,1,90,0.03
"S45","Vertical-Horizontal",5,0.621,0,90,0.21
"S45","Vertical-Horizontal",8,0.87,0,30,0.12
"S45","Vertical-Horizontal",9,0.551,0,30,0.3
"S45","Vertical-Horizontal",13,0.671,0,30,0.21
"S45","Vertical-Horizontal",16,0.726,0,60,0.21
"S45","Vertical-Horizontal",19,0.683,0,90,0.3
"S45","Vertical-Horizontal",21,0.741,1,30,0.03
"S45","Vertical-Horizontal",23,0.53,1,60,0.03
"S45","Vertical-Horizontal",25,0.638,0,30,0.3
"S45","Vertical-Horizontal",30,0.735,0,60,0.12
"S45","Vertical-Horizontal",33,0.9,0,30,0.21
"S45","Vertical-Horizontal",34,1.007,0,90,0.12
"S45","Vertical-Horizontal",37,0.658,0,30,0.12
"S45","Vertical-Horizontal",39,0.7,1,30,0.03
"S45","Vertical-Horizontal",41,0.59,1,90,0.12
"S45","Vertical-Horizontal",45,0.72,0,60,0.3
"S45","Vertical-Horizontal",47,0.969,0,60,0.12
"S45","Vertical-Horizontal",52,0.867,0,60,0.03
"S45","Vertical-Horizontal",53,0.681,0,60,0.3
"S45","Vertical-Horizontal",54,0.72,0,60,0.21
"S45","Vertical-Horizontal",56,0.645,0,90,0.3
"S45","Ponzo",1,0.834,0,16.6666666666667,0.28
"S45","Ponzo",2,0.622,0,8.33333333333334,0.4
"S45","Ponzo",5,0.927,0,25,0.16
"S45","Ponzo",6,0.716,0,25,0.28
"S45","Ponzo",8,0.621,0,16.6666666666667,0.4
"S45","Ponzo",10,0.833,0,8.33333333333334,0.16
"S45","Ponzo",11,0.634,0,8.33333333333334,0.28
"S45","Ponzo",12,0.684,0,16.6666666666667,0.04
"S45","Ponzo",14,0.717,0,8.33333333333334,0.4
"S45","Ponzo",19,0.833,0,16.6666666666667,0.16
"S45","Ponzo",21,0.667,0,25,0.4
"S45","Ponzo",22,0.677,0,25,0.4
"S45","Ponzo",26,0.7,0,16.6666666666667,0.28
"S45","Ponzo",29,0.662,0,8.33333333333334,0.28
"S45","Ponzo",36,0.872,0,8.33333333333334,0.04
"S45","Ponzo",40,0.564,1,25,0.04
"S45","Ponzo",42,1.024,0,8.33333333333334,0.04
"S45","Ponzo",44,0.655,0,16.6666666666667,0.04
"S45","Ponzo",46,0.704,0,8.33333333333334,0.16
"S45","Ponzo",51,0.502,1,25,0.28
"S45","Ponzo",52,0.65,0,16.6666666666667,0.4
"S45","Ponzo",53,0.794,0,25,0.16
"S45","Ponzo",54,0.703,0,16.6666666666667,0.16
"S45","Ponzo",55,0.791,0,25,0.04
"S45","Delboeuf",2,0.632,0,1.4,0.8
"S45","Delboeuf",3,1.212,0,0.7,0.56
"S45","Delboeuf",6,0.85,1,2.1,0.08
"S45","Delboeuf",9,0.996,0,1.4,0.56
"S45","Delboeuf",12,0.667,0,2.1,0.8
"S45","Delboeuf",13,0.671,0,1.4,0.32
"S45","Delboeuf",16,0.62,0,0.7,0.08
"S45","Delboeuf",18,1.21,0,1.4,0.08
"S45","Delboeuf",19,0.858,0,2.1,0.56
"S45","Delboeuf",22,0.802,0,1.4,0.56
"S45","Delboeuf",24,1.117,0,1.4,0.32
"S45","Delboeuf",25,1.446,1,2.1,0.08
"S45","Delboeuf",27,0.639,0,0.7,0.56
"S45","Delboeuf",33,0.622,0,2.1,0.32
"S45","Delboeuf",35,0.683,0,0.7,0.8
"S45","Delboeuf",37,0.734,0,0.7,0.8
"S45","Delboeuf",38,0.785,0,1.4,0.08
"S45","Delboeuf",39,0.738,0,0.7,0.32
"S45","Delboeuf",43,0.584,1,0.7,0.32
"S45","Delboeuf",44,0.653,0,2.1,0.8
"S45","Delboeuf",45,0.918,0,2.1,0.32
"S45","Delboeuf",47,1.684,0,0.7,0.08
"S45","Delboeuf",50,0.771,0,1.4,0.8
"S45","Delboeuf",52,0.615,0,2.1,0.56
"S45","Ebbinghaus",1,1.145,1,2.1,0.32
"S45","Ebbinghaus",2,0.634,0,2.1,0.8
"S45","Ebbinghaus",3,0.622,0,0.7,0.56
"S45","Ebbinghaus",8,1.207,0,1.4,0.56
"S45","Ebbinghaus",9,0.745,1,2.1,0.08
"S45","Ebbinghaus",13,0.911,1,1.4,0.32
"S45","Ebbinghaus",14,0.674,1,1.4,0.08
"S45","Ebbinghaus",16,0.712,0,2.1,0.8
"S45","Ebbinghaus",21,1.093,0,2.1,0.32
"S45","Ebbinghaus",25,0.843,0,0.7,0.32
"S45","Ebbinghaus",26,0.869,0,1.4,0.32
"S45","Ebbinghaus",28,1.098,0,1.4,0.56
"S45","Ebbinghaus",30,0.743,1,0.7,0.32
"S45","Ebbinghaus",35,0.583,0,0.7,0.8
"S45","Ebbinghaus",36,1.124,0,2.1,0.08
"S45","Ebbinghaus",37,0.993,0,0.7,0.08
"S45","Ebbinghaus",38,0.874,0,1.4,0.8
"S45","Ebbinghaus",39,1.373,0,0.7,0.56
"S45","Ebbinghaus",41,0.611,0,1.4,0.8
"S45","Ebbinghaus",43,0.942,1,2.1,0.56
"S45","Ebbinghaus",44,1.24,0,2.1,0.56
"S45","Ebbinghaus",46,1.106,0,1.4,0.08
"S45","Ebbinghaus",48,0.625,0,0.7,0.8
"S45","Ebbinghaus",51,0.728,1,0.7,0.08
"S45","Müller-Lyer",2,0.999,1,50,0.2
"S45","Müller-Lyer",3,0.571,1,16.6666666666667,0.05
"S45","Müller-Lyer",5,0.713,1,50,0.5
"S45","Müller-Lyer",6,0.953,0,33.3333333333333,0.35
"S45","Müller-Lyer",8,0.718,0,16.6666666666667,0.2
"S45","Müller-Lyer",9,0.829,0,16.6666666666667,0.05
"S45","Müller-Lyer",12,0.743,1,50,0.05
"S45","Müller-Lyer",14,0.794,0,16.6666666666667,0.5
"S45","Müller-Lyer",16,1.06,1,50,0.2
"S45","Müller-Lyer",17,0.925,0,33.3333333333333,0.35
"S45","Müller-Lyer",22,0.717,0,33.3333333333333,0.5
"S45","Müller-Lyer",24,0.82,0,16.6666666666667,0.5
"S45","Müller-Lyer",25,0.724,1,33.3333333333333,0.2
"S45","Müller-Lyer",27,0.891,1,50,0.05
"S45","Müller-Lyer",29,0.67,0,33.3333333333333,0.2
"S45","Müller-Lyer",31,1.038,0,50,0.35
"S45","Müller-Lyer",32,0.578,1,33.3333333333333,0.05
"S45","Müller-Lyer",34,0.936,0,33.3333333333333,0.5
"S45","Müller-Lyer",37,0.771,1,16.6666666666667,0.2
"S45","Müller-Lyer",40,0.593,0,16.6666666666667,0.35
"S45","Müller-Lyer",43,0.736,0,50,0.5
"S45","Müller-Lyer",44,0.811,0,16.6666666666667,0.35
"S45","Müller-Lyer",51,0.844,0,50,0.35
"S45","Müller-Lyer",53,0.902,1,33.3333333333333,0.05
"S46","Vertical-Horizontal",3,2.39,1,30,0.12
"S46","Vertical-Horizontal",5,0.551,1,90,0.12
"S46","Vertical-Horizontal",9,1.166,0,30,0.21
"S46","Vertical-Horizontal",16,0.744,0,30,0.21
"S46","Vertical-Horizontal",17,1.197,0,60,0.21
"S46","Vertical-Horizontal",18,0.788,0,30,0.3
"S46","Vertical-Horizontal",19,1.388,0,60,0.21
"S46","Vertical-Horizontal",20,0.727,0,90,0.21
"S46","Vertical-Horizontal",21,0.999,1,90,0.03
"S46","Vertical-Horizontal",22,1.015,1,60,0.12
"S46","Vertical-Horizontal",27,0.783,1,90,0.12
"S46","Vertical-Horizontal",33,0.825,0,90,0.3
"S46","Vertical-Horizontal",34,0.467,1,90,0.21
"S46","Vertical-Horizontal",35,0.451,1,30,0.03
"S46","Vertical-Horizontal",37,0.913,1,60,0.03
"S46","Vertical-Horizontal",41,1.434,1,30,0.12
"S46","Vertical-Horizontal",42,0.714,0,60,0.3
"S46","Vertical-Horizontal",44,1.028,0,90,0.3
"S46","Vertical-Horizontal",46,1.586,0,30,0.03
"S46","Vertical-Horizontal",47,0.949,1,60,0.12
"S46","Vertical-Horizontal",48,0.604,1,90,0.03
"S46","Vertical-Horizontal",51,1.335,1,60,0.3
"S46","Vertical-Horizontal",52,0.792,0,30,0.3
"S46","Vertical-Horizontal",54,0.541,1,60,0.03
"S46","Ebbinghaus",5,1.731,1,2.1,0.32
"S46","Ebbinghaus",6,1.294,0,2.1,0.8
"S46","Ebbinghaus",8,0.805,1,0.7,0.08
"S46","Ebbinghaus",12,1.051,0,1.4,0.32
"S46","Ebbinghaus",13,0.983,1,2.1,0.08
"S46","Ebbinghaus",20,1.109,1,1.4,0.32
"S46","Ebbinghaus",21,1.422,0,2.1,0.8
"S46","Ebbinghaus",24,0.883,1,1.4,0.56
"S46","Ebbinghaus",26,0.723,0,0.7,0.56
"S46","Ebbinghaus",28,0.509,0,0.7,0.8
"S46","Ebbinghaus",33,1.025,0,2.1,0.56
"S46","Ebbinghaus",38,1.038,1,1.4,0.08
"S46","Ebbinghaus",40,0.625,1,2.1,0.32
"S46","Ebbinghaus",41,0.622,1,1.4,0.08
"S46","Ebbinghaus",44,1.584,0,0.7,0.32
"S46","Ebbinghaus",46,1.788,0,0.7,0.32
"S46","Ebbinghaus",47,1.137,0,1.4,0.8
"S46","Ebbinghaus",49,1.466,0,1.4,0.56
"S46","Ebbinghaus",50,0.856,1,2.1,0.08
"S46","Ebbinghaus",51,0.459,0,2.1,0.56
"S46","Ebbinghaus",52,0.504,0,0.7,0.56
"S46","Ebbinghaus",53,1.215,0,0.7,0.08
"S46","Ebbinghaus",54,0.707,0,1.4,0.8
"S46","Ebbinghaus",56,0.656,0,0.7,0.8
"S46","Ponzo",7,0.695,0,16.6666666666667,0.28
"S46","Ponzo",8,0.547,1,25,0.28
"S46","Ponzo",10,0.798,0,16.6666666666667,0.16
"S46","Ponzo",13,0.412,1,25,0.04
"S46","Ponzo",15,0.96,0,16.6666666666667,0.04
"S46","Ponzo",16,0.515,1,25,0.16
"S46","Ponzo",23,0.565,0,8.33333333333334,0.4
"S46","Ponzo",24,0.453,1,16.6666666666667,0.4
"S46","Ponzo",25,0.665,0,8.33333333333334,0.28
"S46","Ponzo",28,0.767,0,8.33333333333334,0.16
"S46","Ponzo",30,0.863,0,16.6666666666667,0.28
"S46","Ponzo",31,0.611,1,8.33333333333334,0.04
"S46","Ponzo",32,0.807,0,8.33333333333334,0.4
"S46","Ponzo",34,0.757,1,16.6666666666667,0.16
"S46","Ponzo",37,0.554,1,25,0.4
"S46","Ponzo",38,0.89,1,8.33333333333334,0.16
"S46","Ponzo",41,1.291,0,25,0.4
"S46","Ponzo",44,0.894,1,25,0.04
"S46","Ponzo",45,0.574,1,25,0.16
"S46","Ponzo",46,0.477,0,8.33333333333334,0.28
"S46","Ponzo",47,0.486,1,16.6666666666667,0.04
"S46","Ponzo",52,0.487,1,25,0.28
"S46","Ponzo",53,0.55,0,16.6666666666667,0.4
"S46","Ponzo",56,0.569,1,8.33333333333334,0.04
"S46","Delboeuf",7,0.967,0,0.7,0.08
"S46","Delboeuf",8,0.962,0,1.4,0.32
"S46","Delboeuf",9,0.835,0,1.4,0.32
"S46","Delboeuf",10,0.788,0,0.7,0.56
"S46","Delboeuf",12,0.52,0,2.1,0.56
"S46","Delboeuf",15,0.616,0,2.1,0.8
"S46","Delboeuf",18,0.543,1,0.7,0.08
"S46","Delboeuf",19,0.659,0,1.4,0.56
"S46","Delboeuf",20,0.438,0,0.7,0.8
"S46","Delboeuf",22,0.855,1,2.1,0.56
"S46","Delboeuf",29,0.408,0,2.1,0.08
"S46","Delboeuf",30,0.72,0,2.1,0.8
"S46","Delboeuf",31,1.012,1,2.1,0.32
"S46","Delboeuf",33,0.47,0,1.4,0.56
"S46","Delboeuf",38,0.591,0,0.7,0.56
"S46","Delboeuf",39,0.599,0,1.4,0.8
"S46","Delboeuf",41,0.493,0,1.4,0.08
"S46","Delboeuf",43,0.674,0,2.1,0.32
"S46","Delboeuf",44,0.615,0,0.7,0.32
"S46","Delboeuf",48,0.716,0,1.4,0.8
"S46","Delboeuf",49,0.649,0,2.1,0.08
"S46","Delboeuf",50,0.538,0,0.7,0.8
"S46","Delboeuf",54,0.709,0,1.4,0.08
"S46","Delboeuf",56,0.826,0,0.7,0.32
"S46","Müller-Lyer",3,0.508,1,50,0.35
"S46","Müller-Lyer",6,0.498,1,50,0.2
"S46","Müller-Lyer",7,0.444,1,33.3333333333333,0.2
"S46","Müller-Lyer",9,0.536,1,16.6666666666667,0.05
"S46","Müller-Lyer",12,0.64,1,50,0.2
"S46","Müller-Lyer",17,0.443,1,33.3333333333333,0.35
"S46","Müller-Lyer",19,0.488,1,16.6666666666667,0.05
"S46","Müller-Lyer",20,0.41,1,50,0.35
"S46","Müller-Lyer",22,0.471,1,50,0.5
"S46","Müller-Lyer",24,0.463,1,50,0.5
"S46","Müller-Lyer",25,0.427,1,33.3333333333333,0.05
"S46","Müller-Lyer",26,0.424,1,33.3333333333333,0.35
"S46","Müller-Lyer",27,0.506,1,33.3333333333333,0.2
"S46","Müller-Lyer",29,0.424,1,16.6666666666667,0.35
"S46","Müller-Lyer",31,0.44,1,50,0.05
"S46","Müller-Lyer",34,0.38,0,33.3333333333333,0.5
"S46","Müller-Lyer",40,0.435,0,16.6666666666667,0.5
"S46","Müller-Lyer",42,1.11,1,16.6666666666667,0.2
"S46","Müller-Lyer",43,0.468,1,50,0.05
"S46","Müller-Lyer",45,0.5,1,33.3333333333333,0.05
"S46","Müller-Lyer",47,0.429,1,16.6666666666667,0.35
"S46","Müller-Lyer",53,0.486,0,16.6666666666667,0.2
"S46","Müller-Lyer",54,0.783,0,33.3333333333333,0.5
"S46","Müller-Lyer",55,0.502,0,16.6666666666667,0.5
"S46","Vertical-Horizontal",2,0.827,0,30,0.21
"S46","Vertical-Horizontal",3,0.601,0,90,0.12
"S46","Vertical-Horizontal",7,0.636,1,90,0.03
"S46","Vertical-Horizontal",10,0.51,0,60,0.21
"S46","Vertical-Horizontal",11,0.62,1,90,0.12
"S46","Vertical-Horizontal",13,0.62,0,90,0.3
"S46","Vertical-Horizontal",17,0.53,0,30,0.3
"S46","Vertical-Horizontal",19,1.232,0,90,0.21
"S46","Vertical-Horizontal",20,0.547,0,30,0.12
"S46","Vertical-Horizontal",21,0.658,0,60,0.03
"S46","Vertical-Horizontal",25,0.533,0,90,0.3
"S46","Vertical-Horizontal",27,0.944,1,60,0.03
"S46","Vertical-Horizontal",29,0.715,0,60,0.12
"S46","Vertical-Horizontal",35,1.211,0,30,0.12
"S46","Vertical-Horizontal",37,0.763,0,60,0.3
"S46","Vertical-Horizontal",38,0.694,1,90,0.21
"S46","Vertical-Horizontal",40,0.683,0,30,0.3
"S46","Vertical-Horizontal",42,0.759,0,30,0.21
"S46","Vertical-Horizontal",48,1.393,0,30,0.03
"S46","Vertical-Horizontal",50,0.441,1,30,0.03
"S46","Vertical-Horizontal",51,0.63,1,90,0.03
"S46","Vertical-Horizontal",52,0.521,0,60,0.12
"S46","Vertical-Horizontal",55,0.56,1,60,0.21
"S46","Vertical-Horizontal",56,0.692,0,60,0.3
"S46","Müller-Lyer",1,0.675,1,33.3333333333333,0.05
"S46","Müller-Lyer",2,0.653,1,16.6666666666667,0.05
"S46","Müller-Lyer",9,0.494,1,50,0.35
"S46","Müller-Lyer",10,0.701,1,33.3333333333333,0.5
"S46","Müller-Lyer",11,0.784,0,16.6666666666667,0.35
"S46","Müller-Lyer",15,0.456,1,50,0.2
"S46","Müller-Lyer",20,0.612,1,16.6666666666667,0.2
"S46","Müller-Lyer",24,0.459,1,50,0.05
"S46","Müller-Lyer",26,0.486,1,33.3333333333333,0.5
"S46","Müller-Lyer",29,0.577,0,16.6666666666667,0.5
"S46","Müller-Lyer",30,0.47,1,33.3333333333333,0.35
"S46","Müller-Lyer",31,0.474,1,33.3333333333333,0.2
"S46","Müller-Lyer",33,0.455,1,50,0.35
"S46","Müller-Lyer",34,0.589,1,33.3333333333333,0.2
"S46","Müller-Lyer",35,0.606,1,50,0.2
"S46","Müller-Lyer",36,0.476,1,33.3333333333333,0.05
"S46","Müller-Lyer",38,0.544,1,33.3333333333333,0.35
"S46","Müller-Lyer",39,0.508,1,50,0.5
"S46","Müller-Lyer",43,0.459,1,16.6666666666667,0.05
"S46","Müller-Lyer",44,0.629,0,16.6666666666667,0.2
"S46","Müller-Lyer",46,0.589,0,16.6666666666667,0.35
"S46","Müller-Lyer",47,0.658,1,50,0.05
"S46","Müller-Lyer",52,0.525,0,16.6666666666667,0.5
"S46","Müller-Lyer",55,1.041,0,50,0.5
"S46","Ponzo",2,0.607,0,8.33333333333334,0.4
"S46","Ponzo",9,0.519,0,8.33333333333334,0.4
"S46","Ponzo",10,0.506,1,16.6666666666667,0.04
"S46","Ponzo",11,0.685,0,8.33333333333334,0.16
"S46","Ponzo",12,0.59,0,25,0.4
"S46","Ponzo",14,0.48,1,16.6666666666667,0.04
"S46","Ponzo",15,0.776,0,25,0.28
"S46","Ponzo",19,0.608,0,16.6666666666667,0.28
"S46","Ponzo",24,0.685,0,16.6666666666667,0.16
"S46","Ponzo",26,0.665,1,8.33333333333334,0.16
"S46","Ponzo",27,0.626,1,8.33333333333334,0.04
"S46","Ponzo",33,0.49,0,16.6666666666667,0.4
"S46","Ponzo",35,0.599,0,25,0.16
"S46","Ponzo",36,0.625,0,8.33333333333334,0.28
"S46","Ponzo",40,0.523,1,25,0.04
"S46","Ponzo",41,0.378,1,25,0.28
"S46","Ponzo",42,0.552,0,16.6666666666667,0.28
"S46","Ponzo",45,0.504,0,8.33333333333334,0.28
"S46","Ponzo",47,0.391,1,25,0.16
"S46","Ponzo",48,0.227,0,25,0.4
"S46","Ponzo",50,0.623,0,16.6666666666667,0.4
"S46","Ponzo",52,0.825,1,8.33333333333334,0.04
"S46","Ponzo",54,0.542,1,25,0.04
"S46","Ponzo",55,0.713,0,16.6666666666667,0.16
"S46","Ebbinghaus",1,0.908,0,2.1,0.8
"S46","Ebbinghaus",3,0.587,0,2.1,0.56
"S46","Ebbinghaus",4,1.37,1,2.1,0.32
"S46","Ebbinghaus",8,0.733,0,0.7,0.56
"S46","Ebbinghaus",9,0.627,0,0.7,0.8
"S46","Ebbinghaus",14,0.483,0,1.4,0.08
"S46","Ebbinghaus",15,0.933,1,0.7,0.08
"S46","Ebbinghaus",16,0.525,0,2.1,0.56
"S46","Ebbinghaus",17,0.663,0,2.1,0.8
"S46","Ebbinghaus",21,0.781,0,1.4,0.8
"S46","Ebbinghaus",25,1.213,0,1.4,0.32
"S46","Ebbinghaus",28,0.931,0,1.4,0.56
"S46","Ebbinghaus",29,1.13,0,0.7,0.32
"S46","Ebbinghaus",30,1.235,1,2.1,0.08
"S46","Ebbinghaus",33,0.695,0,0.7,0.32
"S46","Ebbinghaus",35,0.752,1,1.4,0.08
"S46","Ebbinghaus",36,1.005,1,2.1,0.32
"S46","Ebbinghaus",37,1.057,1,2.1,0.08
"S46","Ebbinghaus",38,0.686,0,1.4,0.8
"S46","Ebbinghaus",47,0.878,0,0.7,0.8
"S46","Ebbinghaus",50,0.779,1,1.4,0.32
"S46","Ebbinghaus",51,0.528,0,0.7,0.56
"S46","Ebbinghaus",54,0.597,0,0.7,0.08
"S46","Ebbinghaus",56,0.541,0,1.4,0.56
"S46","Delboeuf",2,0.653,0,1.4,0.32
"S46","Delboeuf",6,0.483,0,0.7,0.32
"S46","Delboeuf",7,0.713,0,1.4,0.32
"S46","Delboeuf",9,0.501,0,1.4,0.8
"S46","Delboeuf",12,0.666,0,1.4,0.8
"S46","Delboeuf",13,0.583,0,0.7,0.56
"S46","Delboeuf",15,0.62,0,0.7,0.8
"S46","Delboeuf",17,0.647,0,1.4,0.56
"S46","Delboeuf",22,1.953,0,2.1,0.56
"S46","Delboeuf",23,0.473,0,2.1,0.8
"S46","Delboeuf",24,0.484,0,0.7,0.8
"S46","Delboeuf",26,0.809,0,0.7,0.32
"S46","Delboeuf",27,0.697,0,0.7,0.56
"S46","Delboeuf",32,0.609,0,2.1,0.32
"S46","Delboeuf",33,0.721,0,0.7,0.08
"S46","Delboeuf",34,0.875,0,1.4,0.08
"S46","Delboeuf",41,0.715,0,2.1,0.08
"S46","Delboeuf",42,0.737,0,1.4,0.08
"S46","Delboeuf",44,0.948,1,0.7,0.08
"S46","Delboeuf",47,0.725,1,2.1,0.8
"S46","Delboeuf",50,0.708,1,2.1,0.08
"S46","Delboeuf",51,0.652,0,1.4,0.56
"S46","Delboeuf",54,0.98,1,2.1,0.56
"S46","Delboeuf",56,0.541,0,2.1,0.32
"S47","Ponzo",2,2.175,0,25,0.16
"S47","Ponzo",3,1.908,0,16.6666666666667,0.04
"S47","Ponzo",5,0.879,1,25,0.04
"S47","Ponzo",6,0.797,0,8.33333333333334,0.16
"S47","Ponzo",7,0.819,0,8.33333333333334,0.16
"S47","Ponzo",15,0.773,0,8.33333333333334,0.28
"S47","Ponzo",16,0.375,1,25,0.04
"S47","Ponzo",17,0.525,1,16.6666666666667,0.04
"S47","Ponzo",19,1.202,0,25,0.4
"S47","Ponzo",21,1.009,0,8.33333333333334,0.28
"S47","Ponzo",23,0.863,0,16.6666666666667,0.4
"S47","Ponzo",24,1.008,0,25,0.4
"S47","Ponzo",28,0.787,0,16.6666666666667,0.28
"S47","Ponzo",29,0.658,0,16.6666666666667,0.28
"S47","Ponzo",32,0.745,0,8.33333333333334,0.4
"S47","Ponzo",37,0.792,0,8.33333333333334,0.04
"S47","Ponzo",38,0.574,1,25,0.16
"S47","Ponzo",41,0.888,0,16.6666666666667,0.16
"S47","Ponzo",43,0.492,1,25,0.28
"S47","Ponzo",47,0.993,1,25,0.28
"S47","Ponzo",48,0.704,0,16.6666666666667,0.4
"S47","Ponzo",52,0.567,0,8.33333333333334,0.4
"S47","Ponzo",55,0.656,0,8.33333333333334,0.04
"S47","Ponzo",56,0.511,1,16.6666666666667,0.16
"S47","Müller-Lyer",1,1.06,1,33.3333333333333,0.2
"S47","Müller-Lyer",3,0.778,1,50,0.2
"S47","Müller-Lyer",5,0.61,1,33.3333333333333,0.05
"S47","Müller-Lyer",7,0.481,1,50,0.05
"S47","Müller-Lyer",14,0.478,1,33.3333333333333,0.2
"S47","Müller-Lyer",15,1.059,0,33.3333333333333,0.35
"S47","Müller-Lyer",18,0.603,0,16.6666666666667,0.5
"S47","Müller-Lyer",22,0.847,1,50,0.5
"S47","Müller-Lyer",25,0.549,0,16.6666666666667,0.5
